subregion,country,region,period.num,period,industry,site,unit,site.unit,BP.cal.median,C14.mean,C14.SD,C14.CV,calib.curve,sample.id,longitude,latitude,material,delta 13,method and id,citation,source,comments
Southeast,Italy,NA,1,LGM,Early Epigravettian,Romito,F3,Romito F,21124,17483,95,0.0054,intcal13,LTL-606A,15.9167,39.9000,NA,?,"AMS, 5228",Vaca B.B.2012. QI 252: 155-164. Lopez-Garcia J.M. 2014. PPP 409: 169-179.,Leuven,NA
Southeast,Italy,NA,1,LGM,Early Epigravettian,Romito,F2,Romito F,22922,18978,130,0.0069,intcal13,LTL-239A,15.9167,39.9000,NA,?,"AMS, 5227",Vaca B.B.2012. QI 252: 155-164. Lopez-Garcia J.M. 2014. PPP 409: 169-179.,Leuven,NA
Southeast,Italy,NA,1,LGM,Late Gravettian,Romito,G2,Romito G,23326,19373,90,0.0046,intcal13,LTL-237A,15.9167,39.9000,NA,?,"AMS, 5231",Vaca B.B.2012. QI 252: 155-164. Lopez-Garcia J.M. e.a 2014. PPP,Leuven,NA
Southeast,Italy,NA,1,LGM,Late Gravettian,Romito,G1,Romito G,23282,19351,180,0.0093,intcal13,LTL-236A,15.9167,39.9000,NA,?,"AMS, 5230",Vaca B.B.2012. QI 252: 155-164.. Lopez-Garcia J.M. e.a 2014. PPP 409: 169-179.,Leuven,NA
Southeast,Italy,NA,1,LGM,Middle/Late Gravettian,Romito,H4,Romito H,24381,20210,245,0.0121,intcal13,LTL-604a13/10/14,15.9167,39.9000,NA,?,"AMS, 5232",Vaca B.B.2012. QI 252: 155-164. Lopez-Garcia J.M. e.a 2014. PPP,Leuven,NA
Southeast,Italy,NA,1,LGM,Middle/late Gravettian,Romito,I,Romito I,27678,23475,190,0.0081,intcal13,LTL-1048A,15.9167,39.9000,NA,?,"AMS, 5233",Vaca B.B.2012. QI 252: 155-164. Lopez-Garcia J.M. e.a 2014. PPP,Leuven,NA
N Central,France,NA,3,End Glacial,unspecified,Roquepertuse,charcoal lentil,Roquepertuse charcoal lentil,12106,10422,220,0.0211,intcal13,Ly-4740,5.2700,43.5200,NA,NA,"Conv 14C, 7167",NA,Leuven,NA
N Central,France,NA,3,End Glacial,final Palaeolithic,Rouet,6bb1,Rouet 6,13068,11170,120,0.0107,intcal13,GifA-93086,5.1524,43.3310,charcoal,?,"AMS, 3637",Livache M. e.a. 2003. Rivista di Scienze Preistoriche 53: 37-54.,Leuven,NA
N Central,France,NA,3,End Glacial,Final Palaeolithic,Rouet,7,Rouet 7,13088,11240,100,0.0089,intcal13,GifA-93083,5.1524,43.3310,Charcoal,?,"AMS, 3635",Naudinot N. 2014. JAS 2014 ip.,Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Final Palaeolithic,Rouet,9b,Rouet 9,16748,13820,120,0.0087,intcal13,GifA-93081,5.1524,43.3310,charcoal from level ?,?,"AMS, 4431",Livache M. e.a. 2003. Rivista di Scienze Preistoriche 53: 37-54.,Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Final Palaeolithic,Rouet,9b,Rouet 9,14704,12520,130,0.0104,intcal13,GifA-93082,5.1524,43.3310,charcoal,?,"AMS, 3636",Livache M. e.a. 2003. Rivista di Scienze Preistoriche 53: 37-54.,Leuven,NA
N Central,France,Provence-Alpes-Cรดte d'Azur,4,Holocene,Mesolithic,Saint Mitre,4a,Saint Mitre 4a,8898,7950,150,0.0189,intcal13,MC-266,5.0017,43.4500,NA,NA,NA,NA,PANCEA,NA
Southeast,Italy,NA,1,LGM,early Aurignacian,Salmone,stalagmite,Salmone stalagmite,29196,25100,200,0.008,intcal13,Th/U,13.6720,42.8370,NA,NA,U/Th & ESR236,NA,Leuven,NA
N Central,Spain,NE Spain,2,Late Pleniglacial,Final Magdalenian,Salou Camping,C,Salou Camping C,15984,13330,270,0.0203,intcal13,CSIC-34,1.1440,41.0768,NA,NA,"Conv 14C, 6664",Garcia-Arguelles Andreu P.. 2005. Trabajos de Prehistoria 62: 65-83.,Leuven,NA
N Central,France,Languedoc-Roussillon,3,End Glacial,Azilian,Salpetriere,NA,Salpetriere,11506,9900,200,0.0202,intcal13,MC-2241,4.5600,43.9400,NA,NA,NA,NA,PANCEA,NA
N Central,France,NA,2,Late Pleniglacial,Upper Magdelenian with harpoons,Salpetriere,NA,Salpetriere,15546,12995,60,0.0046,intcal13,OxA-22470,4.5600,43.9400,Rangifer tarandus metapodal,?,"AMS, 5275",Bazile F. 2011. Paleo 22,Leuven,NA
N Central,France,NA,1,LGM,Aurignacian ?,Salpetriere,NA,Salpetriere,28610,24430,400,0.0164,intcal13,GrN-5546,4.5600,43.9400,collagene from reindeer bone,NA,"Conv 14C, 813",NA,Leuven,NA
N Central,France,NA,1,LGM,Solutrean evolved,Salpetriere,NA,Salpetriere,29118,24820,550,0.0222,intcal13,NA,4.5600,43.9400,bone,NA,"Conv 14C, 830",NA,Leuven,NA
N Central,France,NA,1,LGM,Upper Palaeolithic,Salpetriere,?,Salpetriere ?,21722,18030,275,0.0153,intcal13,KN-1059,4.5600,43.9400,charcoal,NA,"Conv 14C, 6169",NA,Leuven,NA
N Central,France,NA,1,LGM,"Solutrean middle, Lower Solutrean",Salpetriere,"Porche - Est, ii-v",Salpetriere 13,24670,20500,300,0.0146,intcal13,MC-2085,4.5600,43.9400,charcoal,NA,"Conv 14C, 2054","Bazile-Robert E., 1981. Palรฉobiologie continentale, XII, nยฐ1 : 79-90 isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174. Rillardon M. 2014. PhD. Aix-M",Leuven,NA
N Central,France,NA,1,LGM,Lower Palaeolithic,Salpetriere,I,Salpetriere 13,22506,18700,500,0.0267,intcal13,MC-1372,4.5600,43.9400,Charcoal,NA,"Conv 14C, 4590",Roudil J. 1978. Gallia Prรฉhistorie: 662-694.,Leuven,NA
N Central,France,NA,1,LGM,Aurignacian,Salpetriere,13a,Salpetriere 13,22332,18550,500,0.027,intcal13,Ly-2312,4.5600,43.9400,bone,NA,"Conv 14C, 2581",Banadora,Leuven,NA
N Central,France,NA,2,Late Pleniglacial,"Salpetrian, Regional middle Magdalenian",Salpetriere,"Grand temoin 18-15, PC4, c.C-sect.porche est",Salpetriere 15-18,17175,14200,300,0.0211,intcal13,MC-1368,4.5600,43.9400,NA,NA,"Conv 14C, 2028","Onoratini,G and Renault-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174",Leuven,NA
N Central,France,NA,1,LGM,Solutrean middle,Salpetriere,24,Salpetriere 24,24241,20200,660,0.0327,intcal13,Ly-940,4.5600,43.9400,bone,NA,"Conv 14C, 2040","Onoratini,G and Renault-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174",Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Upper Salpetrian,Salpetriere,3,Salpetriere 3,15632,13100,200,0.0153,intcal13,MC-919,4.5600,43.9400,NA,NA,"Conv 14C, 6035",Djindjian F. 2000. In SFP mรฉmoire 28: 95-112.,Leuven,NA
N Central,France,NA,1,LGM,Late Aurignacian,Salpetriere,30  Ab,Salpetriere 30,24572,20500,410,0.02,intcal13,Ly-1803,4.5600,43.9400,bone,NA,"Conv 14C, 2582",Banadora,Leuven,NA
N Central,France,NA,1,LGM,Late Aurignacian,Salpetriere,30AB,Salpetriere 30,23736,19600,400,0.0204,intcal13,Gif-6019,4.5600,43.9400,charcoal,NA,"Conv 14C, 2583",Banadora,Leuven,NA
N Central,France,NA,1,LGM,Gravettian,Salpetriere,30 O,Salpetriere 30,24974,20860,460,0.0221,intcal13,Ly-945,4.5600,43.9400,bone,NA,"Conv 14C, 1997","Onoratini,G and Renault-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174",Leuven,NA
N Central,France,NA,1,LGM,Late Aurignacian,Salpetriere,30E,Salpetriere 30,25927,21760,490,0.0225,intcal13,Ly-943,4.5600,43.9400,bone,NA,"Conv 14C, 2585",Banadora,Leuven,NA
N Central,France,NA,1,LGM,Late Aurignacian,Salpetriere,30a,Salpetriere 30,24781,20630,770,0.0373,intcal13,Ly-942,4.5600,43.9400,bone,NA,"Conv 14C, 2584",Banadora,Leuven,NA
N Central,France,NA,1,LGM,Protosolutrean,Salpetriere,30a,Salpetriere 30,26902,22750,410,0.018,intcal13,Mc-2389,4.5600,43.9400,charcoal,NA,"Conv 14C, 4286","Djindjian F., J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin, Paris. Rillardon M. 2014. PhD. Aix-Marseille I.",Leuven,NA
N Central,France,NA,2,Late Pleniglacial,Salpรชtrien,Salpetriere,32,Salpetriere 32,15632,13100,200,0.0153,intcal13,MC-920,4.5600,43.9400,NA,NA,"Conv 14C, 2026","Onoratini,G and Renault-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174",Leuven,NA
N Central,France,NA,1,LGM,Lower Aurignacian,Salpetriere,32C,Salpetriere 32,25400,21380,760,0.0355,intcal13,Ly-946,4.5600,43.9400,bone,NA,"Conv 14C, 2580",Banadora,Leuven,NA
N Central,France,Languedoc-Roussillon,2,Late Pleniglacial,Magdalenian,Salpetriere,"4, central porch",Salpetriere 4,18244,15000,100,0.0067,intcal13,MC-920,4.5600,43.9400,NA,NA,NA,NA,PANCEA,NA
N Central,France,NA,1,LGM,Salpetrian lower,Salpetriere,5,Salpetriere 5,22356,18510,120,0.0065,intcal13,MC-4442,4.5600,43.9400,NA,NA,"Conv 14C, 7534",Bazile F. 2011. Paleo 22.,Leuven,NA
N Central,France,NA,1,LGM,Salpetrian lower,Salpetriere,5,Salpetriere 5,22328,18500,240,0.013,intcal13,MC-2984,4.5600,43.9400,NA,NA,"Conv 14C, 2043",Bazile F. 2011. Paleo 22.,Leuven,NA
N Central,France,NA,1,LGM,"Upper Magadalenian, Salpetrian",Salpetriere,5,Salpetriere 5,21641,17960,600,0.0334,intcal13,MC-2167,4.5600,43.9400,Charcoal,NA,"Conv 14C, 7963",Djindjian F. e.a. 1999. Le Paleolithique superieur en Europe. Collin. Rillardon M. 2014. PhD. Aix-Marseille I.,Leuven,NA
N Central,France,NA,1,LGM,Salpetrian lower,Salpetriere,6  sect.porche centre,Salpetriere 6,23482,19530,270,0.0138,intcal13,MC-2168,4.5600,43.9400,Charcoal,NA,"Conv 14C, 2052","Onoratini,G and Renault-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174. Rillardon M. 2014. PhD. Aix-M",Leuven,NA
N Central,France,NA,1,LGM,Salpetrian,Salpetriere,6,Salpetriere 6,22824,18880,300,0.0159,intcal13,Ly-939,4.5600,43.9400,Bone,NA,"Conv 14C, 3813",NA,Leuven,NA
N Central,France,NA,1,LGM,Salpetrian lower,Salpetriere,6B,Salpetriere 6,22710,18800,300,0.016,intcal13,MC-2083,4.5600,43.9400,NA,NA,"Conv 14C, 2048","Onoratini,G and Renault-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174",Leuven,NA
N Central,France,NA,3,End Glacial,Salpetrian,Salpetriere,6,Salpetriere 6,12324,10680,300,0.0281,intcal13,Ly-937/ Ly-21678,4.5600,43.9400,Bone,NA,"Conv 14C, 3811",NA,Leuven,NA
N Central,France,NA,3,End Glacial,Salpetrian,Salpetriere,7-14,Salpetriere 7-14,12884,11080,250,0.0226,intcal13,Ly-938,4.5600,43.9400,Bone,NA,"Conv 14C, 3812",NA,Leuven,NA
N Central,France,NA,1,LGM,Lower Solutrean,Salpetriere,8,Salpetriere 8,25658,21600,700,0.0324,intcal13,Ly-2049,4.5600,43.9400,NA,NA,"Conv 14C, 4287","Djindjian F., J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin, Paris.",Leuven,NA
N Central,France,NA,1,LGM,Solutrean middle,Salpetriere,NA,Salpetriere 8,22536,18680,680,0.0364,intcal13,Ly-2051,4.5600,43.9400,bone,NA,"Conv 14C, 2045","Onoratini,G and Renault-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174",Leuven,NA
N Central,France,Languedoc-Roussillon,1,LGM,Upper Paleolithic,Salpetriere,AV ?,Salpetriere AV ?,25519,21350,350,0.0164,intcal13,MC-2388,4.5600,43.9400,NA,NA,NA,NA,PANCEA,NA
N Central,France,Languedoc-Roussillon,4,Holocene,Magdalenian,Salpetriere,"b, east porch",Salpetriere B,7902,7030,130,0.0185,intcal13,MC-2166,4.5600,43.9400,NA,NA,NA,NA,PANCEA,contamited; too young
N Central,France,NA,1,LGM,Proto Solutrean,Salpetriere,Centre ouest C1,Salpetriere C1,25398,21250,350,0.0165,intcal13,MC-2338,4.5600,43.9400,NA,NA,"Conv 14C, 4981",Bosselein B & Djindjian F. 1997. Prรฉhistoire europรฉene 10:107-125.,Leuven,NA
N Central,France,NA,1,LGM,Salpetrian lower,Salpetriere,NA,Salpetriere D,23526,19440,500,0.0257,intcal13,MC-2186,4.5600,43.9400,NA,NA,"Conv 14C, 2051","Onoratini,G and Renault-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174",Leuven,NA
N Central,France,NA,1,LGM,Gravettian,Salpetriere,E1,Salpetriere E,26630,22350,350,0.0157,intcal13,MC-2450,4.5600,43.9400,NA,NA,"Conv 14C, 1998","Onoratini,G and Renault-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174",Leuven,NA
N Central,France,NA,1,LGM,(Lower) Aurignacian,Salpetriere,G5   SLC4,Salpetriere G,32148,28180,1060,0.0376,intcal13,Ly-1804,4.5600,43.9400,bone,NA,"Conv 14C, 2579","Banadora. Delibrias G. e.a. 1990. In: Paleolithique moyen recent et Paleolithique superieur ancien en Europe. Memoires du Musee de Prehist. d'Ile-de-France 3:39-42. Szmidt C.C. 2009 In :The Mediterranean from 50000 to 25000 BP, Oxbow.",Leuven,NA
N Central,France,NA,1,LGM,Solutrean evolved,Salpetriere,NA,Salpetriere I,22036,18290,250,0.0137,intcal13,Ly-2050,4.5600,43.9400,NA,NA,"Conv 14C, 2042","Onoratini,G and Renault-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174. Bazile F. 2011. Paleo 22.",Leuven,NA
N Central,France,NA,1,LGM,Solutrean,Salpetriere,NA,Salpetriere I,22418,18600,350,0.0188,intcal13,Gif-6018,4.5600,43.9400,NA,NA,"Conv 14C, 2044","Onoratini,G and Renault-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174",Leuven,NA
N Central,France,NA,1,LGM,Solutrean middle,Salpetriere,i-v,Salpetriere I-V,23052,19100,500,0.0262,intcal13,MC-1370,4.5600,43.9400,Charcoal,NA,"Conv 14C, 2050","Onoratini,G and Renault-Miskovsky,J,Prรฉhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174. Rillardon M. 2014. PhD. Aix-M",Leuven,NA
N Central,France,NA,1,LGM,"Solutrean middle, Lower Solutrean",Salpetriere,"Porche - Est, ii-v","Salpetriere Porche - Est, ii-v",25658,21600,700,0.0324,intcal13,MC-2449,4.5600,43.9400,NA,NA,"Conv 14C, 4983","Bazile-Robert E., 1981. Palรฉobiologie continentale, XII, nยฐ1 : 79-90 isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174. Rillardon M. 2014. PhD. Aix-M",Leuven,NA
N Central,France,NA,1,LGM,"Solutrean middle, Lower Solutrean",Salpetriere,"Porche - Est, ii-v","Salpetriere Porche - Est, ii-v",25122,21000,700,0.0333,intcal13,MC-1179,4.5600,43.9400,NA,NA,"Conv 14C, 4982","Bazile-Robert E., 1981. Palรฉobiologie continentale, XII, nยฐ1 : 79-90 isotope stages 2 and 3: humans, their ecology & cultural adaptations,p131-174. Rillardon M. 2014. PhD. Aix-M",Leuven,NA
N Central,France,Languedoc-Roussillon,4,Holocene,Aurignacian,Salpetriere,"SL C4, center sector","Salpetriere SL C4, center sector",8240,7320,220,0.0301,intcal13,MC-1300,4.5600,43.9400,NA,NA,NA,NA,PANCEA,contamited; too young
N Central,France,NA,1,LGM,Solutrean,Salpetriere,V2,Salpetriere V2,21568,17900,690,0.0385,intcal13,Ly-941,4.5600,43.9400,Bone,NA,"Conv 14C, 3814",NA,Leuven,NA
Southeast,Italy,NA,2,Late Pleniglacial,Final Epigravettian,San Bartolomeo a Maiella,NA,San Bartolomeo a Maiella,16642,13755,120,0.0087,intcal13,NA,14.0400,42.1800,NA,NA,"Conv 14C, 7159",Zamagni 1994,Leuven,NA
Southeast,Italy,NA,2,Late Pleniglacial,Epigravettian,San Teodoro,NA,San Teodoro,14822,12580,130,0.0103,intcal13,ETH-34451,14.5974,38.0424,collagen from human remains of San teodoro 1,?,"AMS, 5018",Mannino M. e.a. 2011. JAS 38: 3094-3100.,Leuven,NA
N Central,France,NA,3,End Glacial,"Sauveterrian, Mesolithic",Sansonnet,NA,Sansonnet,11624,9995,96,0.0096,intcal13,LYON-500,5.1447,44.1181,Bone from N16 Z138,NA,"Conv 14C, 6803",Rillardon M. 2014. PhD. Aix-Marseille I.,Leuven,NA
N Central,Spain,NE Spain,1,LGM,Early Upper Palaeolithic,Santa Linya,497A,Santa Linya 497A,28620,24600,110,0.0045,intcal13,OxA-19262,0.8128,41.9272,marine shell,?,"AMS, 4895",Mora R. e.a.  2011. JQS 26: 635-644.,Leuven,NA
N Central,Spain,NE Spain,1,LGM,Early Upper Palaeolithic,Santa Linya,497A,Santa Linya 497A,25963,21690,120,0.0055,intcal13,Beta-207576,0.8128,41.9272,marine shell,-1,"AMS, 4894",Mora R. e.a.  2011. JQS 26: 635-644.,Leuven,NA
N Central,Spain,NE Spain,1,LGM,Early Upper Palaeolithic,Santa Linya,497C,Santa Linya 497C,30296,26220,220,0.0084,intcal13,Beta-207577,0.8128,41.9272,Marine shell,2,"AMS, 4896",Mora R. e.a.  2011. JQS 26: 635-644.,Leuven,NA
N Central,Spain,NE Spain,1,LGM,Early Upper Palaeolithic,Santa Linya,497D,Santa Linya 497D,30580,26340,130,0.0049,intcal13,OxA-19250,0.8128,41.9272,marine shell,?,"AMS, 4889",Mora R. e.a.  2011. JQS 26: 635-644.,Leuven,NA
N Central,Spain,NE Spain,2,Late Pleniglacial,Early/Middle Magdalenian,Santa Linya,4P,Santa Linya 4P,17966,14760,70,0.0047,intcal13,Beta-259273,0.8128,41.9272,charcoal,-23.2,"AMS, 4898",Mora R. e.a.  2011. JQS 26: 635-644.,Leuven,NA
N Central,Spain,NE Spain,2,Late Pleniglacial,Early Magdalenian,Santa Linya,6P,Santa Linya 6P,18352,15120,70,0.0046,intcal13,Beta-265984,0.8128,41.9272,charcoal,-23.1,"AMS, 4899",Mora R. e.a.  2011. JQS 26: 635-644.,Leuven,NA
N Central,Spain,NE Spain,1,LGM,Early Magdalenian,Santa Linya,EA-3,Santa Linya EA-3,20274,16800,80,0.0048,intcal13,Beta-233606,0.8128,41.9272,charcoal,-22,"AMS, 4900",Mora R. e.a.  2011. JQS 26: 635-644.,Leuven,NA
N Central,Spain,NE Spain,1,LGM,Latest middle Palaeolithic,Santa Linya,S1E,Santa Linya S1E,23470,19500,90,0.0046,intcal13,Beta-195429,0.8128,41.9272,burnt sediments from level S1E,?,"AMS, 4179",Martinez-Moreno J. 2010. JHE 58:211-226. Mora R. e.a.  2011. JQS 26: 635-644.,Leuven,NA
N Central,Spain,NE Spain,2,Late Pleniglacial,Middle Magdalenian,Santa Linya,S4H,Santa Linya S4H,16495,13660,50,0.0037,intcal13,Beta-187424,0.8128,41.9272,charcoal,-24.1,"AMS, 4897",Mora R. e.a.  2011. JQS 26: 635-644.,Leuven,NA
Southwest,Spain,S&E Spain,1,LGM,?,Santa Maira,NA,Santa Maira,20661,17130,80,0.0047,intcal13,OxA-23114,-0.2194,38.7314,"bone, Cuon cf alpinus from SME.E-M7, 5",-17.9,"AMS, 6825","Bronk Ramsey C. e.a. Archaeometry 57, 1 (2015) 177-216.",Leuven,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,Santa Maira,AA 2/1 3.6,Santa Maira AA 2/1 3.6,9249,8283,37,0.0045,intcal13,OxA236026,-0.2194,38.7314,NA,NA,NA,Salazar Gacรญa 2013 et al.,O Garcia,NA
Southwest,Spain,S&E Spain,3,End Glacial,Palaeolithic,Santa Maira,II-A,Santa Maira II-A,12935,11020,140,0.0127,intcal13,Beta-75225,-0.2194,38.7314,Charcoal,NA,"Conv 14C, 7780",Aura J.E. e.a. 2007 Saguntum 39: 175-178.,Leuven,NA
Southwest,Spain,S&E Spain,2,Late Pleniglacial,Palaeolithic,Santa Maira,II-C,Santa Maira II-C,17323,14310,190,0.0133,intcal13,Beta-75226,-0.2194,38.7314,Charcoal,NA,"Conv 14C, 7781",Aura J.E. e.a. 2007 Saguntum 39: 175-178.,Leuven,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolithic Notches-denticulates,Santa Maira,SMะฑ3,Santa Maira SMะฑ3,9870,8810,50,0.0057,intcal13,NA,-0.2194,38.7314,NA,NA,NA,NA,QSR paper,NA
Southwest,Spain,S&E Spain,3,End Glacial,Epipalaeolithic,Santa Maira,W 5,Santa Maira SMะฑ5,13438,11590,70,0.006,intcal13,Beta-149948,-0.2194,38.7314,NA,?,"AMS, 4314",Aura J.E. 2011. doi: 10.1016/j.quaint,Leuven,NA
Southwest,Spain,S&E Spain,4,Holocene,Mesolรญtico de Muescas y Denticulados,Santa Maira,W 3-18,Santa Maira W 3-18,9748,8690,50,0.0058,intcal13,Beta24410,-0.2194,38.7314,NA,NA,NA,Aura et al. 2009,O Garcia,NA
Southwest,Spain,S&E Spain,3,End Glacial,Epipalaeolithic,Santa Maira,W 4. 12,Santa Maira W 4-12,11261,9820,40,0.0041,intcal13,Beta-158014,-0.2194,38.7314,Charcoal Quercus sp.,?,"AMS, 4312",Aura J.E. 2011. doi: 10.1016/j.quaint,Leuven,NA
Southwest,Spain,S&E Spain,3,End Glacial,Epipaleolithic,Santa Maira,W 4-5,Santa Maira W 4-5,10585,9379,40,0.0043,intcal13,Beta156021,-0.2194,38.7314,NA,NA,NA,Aura et al. 2006,O Garcia,NA
Southwest,Spain,S&E Spain,3,End Glacial,Upper Magdalenian,Santa Maira,4A-15,Santa Maira W 4A-15,13769,11920,40,0.0034,intcal13,Beta-156023,-0.2194,38.7314,Bone Capra pyreanica,?,"AMS, 6314",Aura J.E. e.a. 2007 Saguntum 39: 175-178.,Leuven,NA
Southwest,Spain,S&E Spain,3,End Glacial,Upper Magdalenian,Santa Maira,4A-15,Santa Maira W 4A-15,13520,11620,150,0.0129,intcal13,Beta-131579,-0.2194,38.7314,Charcoal,NA,"Conv 14C, 7779",Aura J.E. e.a. 2007 Saguntum 39: 175-178.,Leuven,NA
Southwest,Spain,S&E Spain,3,End Glacial,Epipalaeolithic,Santa Maira,4A-4,Santa Maira W 4A-4,11136,9760,40,0.0041,intcal13,Beta-131578,-0.2194,38.7314,charcoal,?,"AMS, 4311","Aura J.E. 2011. doi: 10.1016/j.quaint. Aura J.E. RECERQUES DEL MUSEU DโALCOI, 9 (2000), 75-84.",Leuven,NA
Southeast,Italy,NA,1,LGM,Upper Gravettian,Santa Maira di Agnano,1 burial,"Santa Maria di Agnano, Ostuni 1 burial",28600,24410,410,0.0168,intcal13,Gif-9247,17.5785,40.7289,human bone?,NA,"Conv 14C, 4270","Djindjian F., J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin, Paris. Renault-Miskovsky J., Bui-Thi-Mai, Coppola D., 2000-2001. Bull. Mus. Anthropol. Prรฉhist. Monaco, nยฐ41 :21-21",Leuven,NA
Southeast,Italy,S Italy,3,End Glacial,Mesolithic,Santuario della Madonna,NA,Santuario della Madonna,10160,9070,80,0.0088,intcal13,R-188,15.8050,39.8864,NA,NA,NA,NA,PANCEA,NA
Southeast,Italy,S Italy,3,End Glacial,Gravettian,Santuario della Madonna,NA,Santuario della Madonna,10091,9035,100,0.0111,intcal13,R-287,15.8050,39.8864,NA,NA,NA,NA,PANCEA,NA
Southeast,Italy,S Italy,3,End Glacial,Gravettian,Santuario della Madonna,NA,Santuario della Madonna,10120,9020,125,0.0139,intcal13,R-286,15.8050,39.8864,NA,NA,NA,NA,PANCEA,NA
Southeast,Italy,S Italy,4,Holocene,Gravettian,Santuario della Madonna,NA,Santuario della Madonna,9661,8600,120,0.014,intcal13,R-288,15.8050,39.8864,NA,NA,NA,NA,PANCEA,NA
Southeast,Italy,NA,3,End Glacial,Gravettian,Santuario della Madonna,10B,Santuario della Madonna 10,11697,10120,70,0.0069,intcal13,R-185,15.8050,39.8864,NA,NA,"Conv 14C, 7154",NA,Leuven,NA
Southeast,Italy,NA,3,End Glacial,Epigravettian,Santuario della Madonna,10 54-55,Santuario della Madonna 10,12752,10850,100,0.0092,intcal13,R-292,15.8050,39.8864,charcoal,NA,"Conv 14C, 7152",Alessio et al. 1967,Leuven,NA
Southeast,Italy,NA,3,End Glacial,Epigravettian,Santuario della Madonna,10 54-55,Santuario della Madonna 10,11989,10300,100,0.0097,intcal13,R-289,15.8050,39.8864,charcoal,NA,"Conv 14C, 7150",Alessio et al. 1967,Leuven,NA
Southeast,Italy,NA,2,Late Pleniglacial,Epigravettian,Santuario della Madonna,10,Santuario della Madonna 10,14238,12100,150,0.0124,intcal13,R-293,15.8050,39.8864,NA,NA,"Conv 14C, 7155",NA,Leuven,NA
Southeast,Italy,NA,3,End Glacial,Epigravettian,Santuario della Madonna,10 54-55,Santuario della Madonna 10,11682,10450,100,0.0096,marine13,R-291,15.8050,39.8864,shell,NA,"Conv 14C, 7151",Alessio et al. 1967,Leuven,NA
Southeast,Italy,NA,3,End Glacial,early Aurignacian,Santuario della Madonna,10,Santuario della Madonna 10,10706,9800,140,0.0143,marine13,R-228A,15.8050,39.8864,shell,NA,"Conv 14C, 7156",NA,Leuven,NA
Southeast,Italy,NA,3,End Glacial,Gravettian,Santuario della Madonna,10A 57-58,Santuario della Madonna 10,10706,9800,140,0.0143,marine13,R-186,15.8050,39.8864,shell,NA,"Conv 14C, 7153",NA,Leuven,NA
Southeast,Italy,NA,4,Holocene,Mesolithic,Santuario della Madonna,layer IX B,Santuario della Madonna layer 9 B,9842,8735,80,0.0092,intcal13,R187,15.8050,39.8864,NA,NA,NA,Shennan & Steele 2000,O Garcia,NA
Southeast,Italy,NA,4,Holocene,Mesolithic,Santuario della Madonna,layer IX B,Santuario della Madonna layer 9 B,9902,8875,85,0.0096,intcal13,R187a,15.8050,39.8864,NA,NA,NA,Shennan & Steele 2000,O Garcia,NA
